journal,year,edition,referenced num this year,published num in the first 6 months,published num this year,num of paper,num of self_scitation in the first 6 months,num of self_scitation,num of reference this year,review doctype num,something,num authors
CHEM MATER,2010,WOS.SCI,7308,472,834,834,263,510,8102,16,3662,4011
CHEM MATER,2011,WOS.SCI,14814,365,677,677,332,677,10527,32,6662,3459
CHEM MATER,2012,WOS.SCI,20959,297,583,583,433,796,11686,14,7285,3152
CHEM MATER,2013,WOS.SCI,26892,314,614,614,468,923,13423,20,6098,3309
MATER TECHNOL,2008,WOS.SCI,0,1,2,2,0,0,10,1,0,6
MATER TECHNOL,2009,WOS.SCI,2,10,19,19,0,0,40,1,0,60
MATER TECHNOL,2010,WOS.SCI,21,5,31,31,0,1,200,3,10,108
MATER TECHNOL,2011,WOS.SCI,33,15,33,33,1,3,302,0,12,111
MATER TECHNOL,2012,WOS.SCI,108,46,78,78,37,46,466,0,13,279
MATER TECHNOL,2013,WOS.SCI,166,20,55,55,0,24,869,3,28,216
CHEMOECOLOGY,2008,WOS.SCI,0,0,4,4,0,0,5,1,0,18
CHEMOECOLOGY,2009,WOS.SCI,6,4,16,16,0,2,44,1,2,54
CHEMOECOLOGY,2010,WOS.SCI,32,21,26,26,2,3,176,0,15,100
CHEMOECOLOGY,2011,WOS.SCI,86,13,26,26,1,3,220,2,38,111
CHEMOECOLOGY,2012,WOS.SCI,170,13,26,26,4,21,258,3,51,100
CHEMOECOLOGY,2013,WOS.SCI,209,12,26,26,2,12,218,0,52,95
SOC PHILOS POLICY,2008,,0,0,0,0,0,0,0,0,0,0
SOC PHILOS POLICY,2009,WOS.SSCI,0,3,3,3,0,0,4,0,0,3
SOC PHILOS POLICY,2010,WOS.SSCI,1,0,1,1,0,0,1,0,0,1
SOC PHILOS POLICY,2011,WOS.SSCI,0,3,7,7,0,0,8,0,0,7
SOC PHILOS POLICY,2012,WOS.SSCI,6,3,6,6,0,1,16,0,1,6
SOC PHILOS POLICY,2013,WOS.SSCI,5,10,10,10,1,1,31,0,1,11
CENT EUR J ENERG MAT,2008,,0,0,0,0,0,0,0,0,0,0
CENT EUR J ENERG MAT,2009,,0,0,0,0,0,0,0,0,0,0
CENT EUR J ENERG MAT,2010,WOS.SCI,0,9,9,9,0,0,20,0,0,22
CENT EUR J ENERG MAT,2011,WOS.SCI,6,12,12,12,1,1,38,0,2,45
CENT EUR J ENERG MAT,2012,WOS.SCI,38,18,18,18,5,5,74,1,16,50
CENT EUR J ENERG MAT,2013,WOS.SCI,102,37,37,37,13,13,252,0,40,136
HEALTH ECON,2008,WOS.SCI,10,4,6,6,6,6,19,0,0,11
HEALTH ECON,2009,WOS.SCI,39,15,46,46,1,11,120,0,3,111
HEALTH ECON,2010,WOS.SCI,107,21,70,70,3,9,185,0,27,182
HEALTH ECON,2011,WOS.SCI,286,41,96,96,10,22,345,1,114,226
HEALTH ECON,2012,WOS.SCI,554,57,119,119,15,58,610,0,161,302
HEALTH ECON,2013,WOS.SCI,786,50,95,95,19,40,586,0,186,235
J GRID COMPUT,2008,WOS.SCI,0,0,4,4,0,0,5,0,0,21
J GRID COMPUT,2009,WOS.SCI,4,1,4,4,0,0,5,0,2,12
J GRID COMPUT,2010,WOS.SCI,11,14,25,25,2,6,88,0,5,179
J GRID COMPUT,2011,WOS.SCI,35,14,28,28,12,23,143,0,14,142
J GRID COMPUT,2012,WOS.SCI,56,12,31,31,9,25,210,0,20,185
J GRID COMPUT,2013,WOS.SCI,106,15,32,32,23,41,202,0,33,151
LIBR COLLECT ACQUIS,2008,WOS.SSCI,0,2,2,2,0,0,16,0,0,3
LIBR COLLECT ACQUIS,2009,WOS.SSCI,0,2,2,2,0,0,4,0,0,4
LIBR COLLECT ACQUIS,2010,WOS.SSCI,2,9,9,9,0,0,40,0,0,18
LIBR COLLECT ACQUIS,2011,WOS.SSCI,10,6,6,6,2,2,20,1,5,11
LIBR COLLECT ACQUIS,2012,WOS.SSCI,16,8,8,8,0,0,15,0,1,13
LIBR COLLECT ACQUIS,2013,WOS.SSCI,17,8,8,8,3,3,24,0,6,15
PLANT ECOL DIVERS,2008,WOS.SCI,33,21,21,21,33,33,80,5,0,59
PLANT ECOL DIVERS,2009,WOS.SCI,26,24,24,24,2,2,111,4,10,63
PLANT ECOL DIVERS,2010,WOS.SCI,97,29,29,29,4,4,140,1,57,93
PLANT ECOL DIVERS,2011,WOS.SCI,126,38,38,38,7,7,371,2,27,136
PLANT ECOL DIVERS,2012,WOS.SCI,197,38,51,51,15,23,794,3,23,208
PLANT ECOL DIVERS,2013,WOS.SCI,291,23,46,46,16,47,712,0,33,214
KOREAN J MET MATER,2008,,0,0,0,0,0,0,0,0,0,0
KOREAN J MET MATER,2009,,0,0,0,0,0,0,0,0,0,0
KOREAN J MET MATER,2010,WOS.SCI,22,68,136,136,2,9,413,0,0,457
KOREAN J MET MATER,2011,WOS.SCI,149,59,122,122,28,70,470,1,60,414
KOREAN J MET MATER,2012,WOS.SCI,310,60,115,115,54,97,498,2,174,381
KOREAN J MET MATER,2013,WOS.SCI,370,55,116,116,43,107,674,1,121,352
BIOMED ENVIRON SCI,2008,WOS.SCI,0,0,2,2,0,0,6,0,0,12
BIOMED ENVIRON SCI,2009,WOS.SCI,8,15,31,31,5,5,82,0,0,152
BIOMED ENVIRON SCI,2010,WOS.SCI,63,29,58,58,2,2,223,1,26,334
BIOMED ENVIRON SCI,2011,WOS.SCI,129,40,80,80,3,8,491,1,62,481
BIOMED ENVIRON SCI,2012,WOS.SCI,235,44,90,90,6,7,544,1,56,601
BIOMED ENVIRON SCI,2013,WOS.SCI,371,63,141,141,8,24,1002,2,71,827
BJOG-INT J OBSTET GY,2008,WOS.SCI,42,31,122,122,5,36,171,2,0,309
BJOG-INT J OBSTET GY,2009,WOS.SCI,209,109,238,238,36,83,595,19,37,838
BJOG-INT J OBSTET GY,2010,WOS.SCI,684,142,277,277,59,146,952,17,255,1120
BJOG-INT J OBSTET GY,2011,WOS.SCI,1456,161,322,322,99,220,1676,52,520,1207
BJOG-INT J OBSTET GY,2012,WOS.SCI,2264,147,284,284,117,264,1816,13,663,1229
BJOG-INT J OBSTET GY,2013,WOS.SCI,2921,131,283,283,108,245,1913,15,722,1320
PADDY WATER ENVIRON,2008,WOS.SCI,2,3,4,4,2,2,7,0,0,17
PADDY WATER ENVIRON,2009,WOS.SCI,2,1,9,9,0,0,17,1,1,32
PADDY WATER ENVIRON,2010,WOS.SCI,8,9,21,21,0,2,58,1,1,85
PADDY WATER ENVIRON,2011,WOS.SCI,35,16,30,30,7,16,128,2,8,107
PADDY WATER ENVIRON,2012,WOS.SCI,56,10,20,20,1,4,78,0,19,82
PADDY WATER ENVIRON,2013,WOS.SCI,136,48,48,48,19,19,244,0,24,176
J LANG IDENTITY EDUC,2008,,0,0,0,0,0,0,0,0,0,0
J LANG IDENTITY EDUC,2009,WOS.SSCI,1,6,6,6,1,1,6,0,0,6
J LANG IDENTITY EDUC,2010,WOS.SSCI,3,11,11,11,0,0,13,1,2,15
J LANG IDENTITY EDUC,2011,WOS.SSCI,5,13,13,13,0,0,30,0,2,18
J LANG IDENTITY EDUC,2012,WOS.SSCI,7,12,12,12,3,3,25,1,1,17
J LANG IDENTITY EDUC,2013,WOS.SSCI,14,11,19,19,1,3,61,3,4,25
ELECTRON LIBR,2008,WOS.SSCI,0,3,3,3,0,0,3,1,0,6
ELECTRON LIBR,2009,WOS.SSCI,3,18,18,18,3,3,26,0,1,41
ELECTRON LIBR,2010,WOS.SSCI,15,35,35,35,6,6,70,1,11,69
ELECTRON LIBR,2011,WOS.SSCI,41,38,38,38,17,17,109,1,31,91
ELECTRON LIBR,2012,WOS.SSCI,85,41,41,41,37,37,210,2,53,88
ELECTRON LIBR,2013,WOS.SSCI,76,38,38,38,19,19,209,1,20,74
MAMM GENOME,2008,WOS.SCI,11,11,32,32,0,8,227,3,0,157
MAMM GENOME,2009,WOS.SCI,105,33,70,70,0,3,544,7,36,400
MAMM GENOME,2010,WOS.SCI,305,28,55,55,4,8,468,2,139,381
MAMM GENOME,2011,WOS.SCI,499,30,60,60,10,21,1185,4,177,328
MAMM GENOME,2012,WOS.SCI,617,32,70,70,10,42,1351,3,144,541
MAMM GENOME,2013,WOS.SCI,759,24,47,47,12,27,822,2,171,325
AN JARDIN BOT MADRID,2008,,0,0,0,0,0,0,0,0,0,0
AN JARDIN BOT MADRID,2009,WOS.SCI,0,2,2,2,0,0,11,0,0,3
AN JARDIN BOT MADRID,2010,WOS.SCI,1,3,8,8,0,0,22,0,0,18
AN JARDIN BOT MADRID,2011,WOS.SCI,18,5,10,10,0,0,34,0,7,31
AN JARDIN BOT MADRID,2012,WOS.SCI,24,6,15,15,0,1,88,0,3,48
AN JARDIN BOT MADRID,2013,WOS.SCI,39,10,17,17,1,1,125,0,15,48
ACM T ALGORITHMS,2008,WOS.SCI,2,3,5,5,2,2,5,0,0,12
ACM T ALGORITHMS,2009,WOS.SCI,1,2,12,12,0,0,18,0,0,31
ACM T ALGORITHMS,2010,WOS.SCI,3,8,11,11,0,0,16,0,2,26
ACM T ALGORITHMS,2011,WOS.SCI,10,5,15,15,0,0,24,0,2,43
ACM T ALGORITHMS,2012,WOS.SCI,10,11,39,39,0,2,88,0,4,115
ACM T ALGORITHMS,2013,WOS.SCI,28,10,12,12,0,0,41,0,8,24
BIOL BULL-US,2008,WOS.SCI,8,5,19,19,4,7,42,1,0,73
BIOL BULL-US,2009,WOS.SCI,56,26,48,48,16,17,182,6,15,133
BIOL BULL-US,2010,WOS.SCI,190,26,51,51,4,10,237,0,91,209
BIOL BULL-US,2011,WOS.SCI,229,22,46,46,5,6,438,0,83,152
BIOL BULL-US,2012,WOS.SCI,347,25,54,54,4,13,915,8,54,179
BIOL BULL-US,2013,WOS.SCI,477,13,40,40,4,16,551,0,64,139
J ECON THEORY,2008,WOS.SSCI,4,4,8,8,2,3,24,0,0,17
J ECON THEORY,2009,WOS.SSCI,25,25,48,48,2,8,90,0,4,84
J ECON THEORY,2010,WOS.SSCI,124,44,86,86,32,47,233,0,31,142
J ECON THEORY,2011,WOS.SSCI,197,44,91,91,26,42,296,0,71,180
J ECON THEORY,2012,WOS.SSCI,319,44,88,88,14,50,314,1,88,160
J ECON THEORY,2013,WOS.SSCI,454,45,99,99,19,57,441,0,85,201
CONNECT SCI,2008,WOS.SCI,0,5,5,5,0,0,5,0,0,12
CONNECT SCI,2009,WOS.SCI,3,8,8,8,0,0,17,0,1,21
CONNECT SCI,2010,WOS.SCI,9,13,13,13,1,1,46,0,1,33
CONNECT SCI,2011,WOS.SCI,15,14,14,14,0,0,69,0,8,29
CONNECT SCI,2012,WOS.SCI,23,6,9,9,1,1,43,0,7,25
CONNECT SCI,2013,WOS.SCI,35,7,10,10,3,3,89,1,6,28
JAMA OTOLARYNGOL,2008,,0,0,0,0,0,0,0,0,0,0
JAMA OTOLARYNGOL,2009,,0,0,0,0,0,0,0,0,0,0
JAMA OTOLARYNGOL,2010,,0,0,0,0,0,0,0,0,0,0
JAMA OTOLARYNGOL,2011,,0,0,0,0,0,0,0,0,0,0
JAMA OTOLARYNGOL,2012,,0,0,0,0,0,0,0,0,0,0
JAMA OTOLARYNGOL,2013,WOS.SCI,26,102,209,209,2,11,1317,2,0,935
MAR POLICY,2008,WOS.SSCI,1,2,4,4,1,1,12,0,0,8
MAR POLICY,2009,WOS.SSCI,32,18,51,51,1,2,115,3,2,160
MAR POLICY,2010,WOS.SSCI,202,65,126,126,18,45,512,3,63,363
MAR POLICY,2011,WOS.SSCI,399,46,89,89,33,65,495,2,205,234
MAR POLICY,2012,WOS.SSCI,751,98,148,148,83,136,1015,0,277,571
MAR POLICY,2013,WOS.SSCI,1354,137,214,214,176,300,2079,1,281,777
WILSON J ORNITHOL,2008,WOS.SCI,1,2,8,8,0,0,10,0,0,18
WILSON J ORNITHOL,2009,WOS.SCI,10,14,36,36,1,2,51,0,2,119
WILSON J ORNITHOL,2010,WOS.SCI,54,35,73,73,3,9,166,0,19,213
WILSON J ORNITHOL,2011,WOS.SCI,76,42,90,90,4,7,253,1,33,278
WILSON J ORNITHOL,2012,WOS.SCI,144,57,104,104,10,21,409,0,51,298
WILSON J ORNITHOL,2013,WOS.SCI,192,58,106,106,12,26,503,0,61,319
MATH SOC SCI,2008,WOS.SCI,1,1,8,8,0,0,9,0,0,11
MATH SOC SCI,2009,WOS.SCI,2,13,21,21,0,0,26,1,1,37
MATH SOC SCI,2010,WOS.SCI,29,22,45,45,10,15,75,0,5,68
MATH SOC SCI,2011,WOS.SCI,30,16,38,38,2,3,71,0,17,63
MATH SOC SCI,2012,WOS.SCI,76,27,58,58,22,31,179,0,14,121
MATH SOC SCI,2013,WOS.SCI,79,26,44,44,3,3,138,1,19,77
RUBBER CHEM TECHNOL,2008,WOS.SCI,0,2,7,7,0,0,17,3,0,12
RUBBER CHEM TECHNOL,2009,WOS.SCI,7,4,9,9,0,1,23,4,4,30
RUBBER CHEM TECHNOL,2010,WOS.SCI,36,9,17,17,2,3,43,1,17,47
RUBBER CHEM TECHNOL,2011,WOS.SCI,34,11,23,23,0,5,83,3,1,74
RUBBER CHEM TECHNOL,2012,WOS.SCI,44,16,31,31,4,8,219,0,10,107
RUBBER CHEM TECHNOL,2013,WOS.SCI,112,19,36,36,11,24,259,2,26,129
NATL ACAD SCI LETT,2008,WOS.SCI,0,5,5,5,0,0,6,0,0,19
NATL ACAD SCI LETT,2009,WOS.SCI,1,19,19,19,0,0,32,0,0,55
NATL ACAD SCI LETT,2010,WOS.SCI,8,23,23,23,2,2,43,0,5,63
NATL ACAD SCI LETT,2011,WOS.SCI,15,30,30,30,4,4,87,0,7,79
NATL ACAD SCI LETT,2012,WOS.SCI,13,23,59,59,2,3,220,1,2,191
NATL ACAD SCI LETT,2013,WOS.SCI,44,34,69,69,1,4,447,4,10,211
HIST CRITICA,2008,,0,0,0,0,0,0,0,0,0,0
HIST CRITICA,2009,,0,0,0,0,0,0,0,0,0,0
HIST CRITICA,2010,,0,0,0,0,0,0,0,0,0,0
HIST CRITICA,2011,WOS.SSCI,0,4,6,6,0,0,7,0,0,7
HIST CRITICA,2012,WOS.SSCI,0,1,2,2,0,0,2,0,0,2
HIST CRITICA,2013,WOS.SSCI,0,3,6,6,0,0,7,0,0,8
INDIAN J PHARM SCI,2008,WOS.SCI,0,0,3,3,0,0,4,1,0,10
INDIAN J PHARM SCI,2009,WOS.SCI,0,3,23,23,0,0,43,5,0,81
INDIAN J PHARM SCI,2010,WOS.SCI,7,34,67,67,1,1,152,7,4,240
INDIAN J PHARM SCI,2011,WOS.SCI,58,28,66,66,1,5,196,6,21,228
INDIAN J PHARM SCI,2012,WOS.SCI,88,33,77,77,2,9,321,2,23,275
INDIAN J PHARM SCI,2013,WOS.SCI,164,53,103,103,1,3,556,3,6,407
ENVIRON PLANN D,2008,WOS.SSCI,7,7,17,17,5,6,28,2,0,22
ENVIRON PLANN D,2009,WOS.SSCI,39,15,35,35,2,12,95,5,16,45
ENVIRON PLANN D,2010,WOS.SSCI,109,22,52,52,8,25,202,2,41,81
ENVIRON PLANN D,2011,WOS.SSCI,213,27,53,53,14,21,228,3,80,88
ENVIRON PLANN D,2012,WOS.SSCI,351,58,58,58,46,46,325,1,94,82
ENVIRON PLANN D,2013,WOS.SSCI,486,67,67,67,50,50,512,4,90,81
CLIN ONCOL-UK,2008,WOS.SCI,3,3,27,27,0,2,47,1,0,123
CLIN ONCOL-UK,2009,WOS.SCI,77,39,97,97,4,21,327,3,13,385
CLIN ONCOL-UK,2010,WOS.SCI,199,51,120,120,18,58,748,5,67,493
CLIN ONCOL-UK,2011,WOS.SCI,420,67,122,122,42,73,695,1,155,589
CLIN ONCOL-UK,2012,WOS.SCI,741,58,117,117,35,87,1172,4,236,570
CLIN ONCOL-UK,2013,WOS.SCI,901,69,118,118,31,69,1765,3,197,560
ACTA PHYS-CHIM SIN,2008,WOS.SCI,4,10,93,93,0,1,176,0,0,405
ACTA PHYS-CHIM SIN,2009,WOS.SCI,91,152,335,335,15,47,1057,6,20,1324
ACTA PHYS-CHIM SIN,2010,WOS.SCI,350,236,463,463,54,152,2839,8,130,1863
ACTA PHYS-CHIM SIN,2011,WOS.SCI,767,221,427,427,110,283,3528,11,276,1722
ACTA PHYS-CHIM SIN,2012,WOS.SCI,1134,217,405,405,251,460,5070,20,387,1648
ACTA PHYS-CHIM SIN,2013,WOS.SCI,1319,181,342,342,241,466,4890,10,396,1457
AM J NURS,2008,WOS.SCI,1,16,52,52,0,0,56,0,0,60
AM J NURS,2009,WOS.SCI,8,33,65,65,1,1,123,0,3,86
AM J NURS,2010,WOS.SCI,38,40,88,88,2,6,182,1,15,103
AM J NURS,2011,WOS.SCI,85,34,76,76,2,7,290,2,23,120
AM J NURS,2012,WOS.SCI,164,51,90,90,1,2,669,1,44,155
AM J NURS,2013,WOS.SCI,205,48,85,85,6,7,531,2,43,158
EUR HIST Q,2008,,0,0,0,0,0,0,0,0,0,0
EUR HIST Q,2009,WOS.SSCI,0,1,1,1,0,0,1,0,0,1
EUR HIST Q,2010,WOS.SSCI,0,1,8,8,0,0,13,1,0,9
EUR HIST Q,2011,WOS.SSCI,2,2,5,5,0,0,6,0,0,5
EUR HIST Q,2012,WOS.SSCI,0,1,2,2,0,0,2,1,0,2
EUR HIST Q,2013,WOS.SSCI,5,4,7,7,0,1,11,0,1,7
J COGN DEV,2008,WOS.SSCI,0,2,7,7,0,0,11,0,0,18
J COGN DEV,2009,WOS.SSCI,7,10,10,10,3,3,26,0,2,29
J COGN DEV,2010,WOS.SSCI,30,24,24,24,1,1,71,1,21,59
J COGN DEV,2011,WOS.SSCI,47,28,28,28,9,9,177,0,22,73
J COGN DEV,2012,WOS.SSCI,86,25,25,25,6,6,153,0,32,64
J COGN DEV,2013,WOS.SSCI,179,20,38,38,7,14,285,0,32,113
GISCI REMOTE SENS,2008,WOS.SCI,0,1,4,4,0,0,8,0,0,12
GISCI REMOTE SENS,2009,WOS.SCI,5,9,14,14,0,1,35,0,0,43
GISCI REMOTE SENS,2010,WOS.SCI,15,11,23,23,2,5,74,1,8,74
GISCI REMOTE SENS,2011,WOS.SCI,43,15,28,28,8,18,212,1,8,101
GISCI REMOTE SENS,2012,WOS.SCI,104,21,43,43,10,46,308,0,21,154
GISCI REMOTE SENS,2013,WOS.SCI,152,21,43,43,20,43,343,0,50,129
DRUG INF J,2008,WOS.SCI,0,1,1,1,0,0,1,0,0,3
DRUG INF J,2009,WOS.SCI,4,9,24,24,1,4,27,0,0,71
DRUG INF J,2010,WOS.SCI,19,15,37,37,0,1,96,0,5,97
DRUG INF J,2011,WOS.SCI,37,20,54,54,1,10,242,0,19,145
DRUG INF J,2012,WOS.SCI,55,25,63,63,6,19,315,3,20,219
DRUG INF J,2013,,66,0,0,0,0,0,0,0,25,0
FLUID PHASE EQUILIBR,2008,WOS.SCI,27,19,50,50,7,11,77,5,0,156
FLUID PHASE EQUILIBR,2009,WOS.SCI,154,72,171,171,9,42,504,3,55,517
FLUID PHASE EQUILIBR,2010,WOS.SCI,652,124,304,304,38,157,1448,4,220,887
FLUID PHASE EQUILIBR,2011,WOS.SCI,1335,150,294,294,143,310,2210,2,539,901
FLUID PHASE EQUILIBR,2012,WOS.SCI,2206,186,331,331,190,419,2721,0,772,1038
FLUID PHASE EQUILIBR,2013,WOS.SCI,2726,185,455,455,261,684,4301,0,609,1444
BANGL J PLANT TAXON,2008,WOS.SCI,0,0,1,1,0,0,1,0,0,7
BANGL J PLANT TAXON,2009,WOS.SCI,1,3,4,4,1,1,7,0,1,10
BANGL J PLANT TAXON,2010,WOS.SCI,3,4,6,6,1,2,10,0,1,12
BANGL J PLANT TAXON,2011,WOS.SCI,9,7,13,13,1,7,34,0,2,48
BANGL J PLANT TAXON,2012,WOS.SCI,14,7,19,19,4,9,51,0,6,56
BANGL J PLANT TAXON,2013,WOS.SCI,19,12,23,23,2,10,107,1,6,62
ERNAHRUNGS UMSCHAU,2008,WOS.SCI,0,2,5,5,0,0,8,0,0,11
ERNAHRUNGS UMSCHAU,2009,WOS.SCI,1,0,3,3,0,0,5,0,0,8
ERNAHRUNGS UMSCHAU,2010,WOS.SCI,0,7,17,17,0,0,60,0,0,34
ERNAHRUNGS UMSCHAU,2011,WOS.SCI,3,19,41,41,0,1,172,0,0,86
ERNAHRUNGS UMSCHAU,2012,WOS.SCI,13,21,46,46,0,6,200,2,3,81
ERNAHRUNGS UMSCHAU,2013,WOS.SCI,20,19,43,43,5,13,257,0,10,116
INT J WEB GRID SERV,2008,,0,0,0,0,0,0,0,0,0,0
INT J WEB GRID SERV,2009,WOS.SCI,0,8,8,8,0,0,11,0,0,34
INT J WEB GRID SERV,2010,WOS.SCI,11,17,17,17,11,11,66,0,11,58
INT J WEB GRID SERV,2011,WOS.SCI,43,19,19,19,32,32,130,0,36,58
INT J WEB GRID SERV,2012,WOS.SCI,50,17,17,17,32,32,99,0,40,57
INT J WEB GRID SERV,2013,WOS.SCI,67,19,19,19,23,23,105,0,27,52
INVEST OPHTH VIS SCI,2008,WOS.SCI,50,27,171,171,0,5,270,0,0,957
INVEST OPHTH VIS SCI,2009,WOS.SCI,834,280,617,617,36,146,2135,1,191,3181
INVEST OPHTH VIS SCI,2010,WOS.SCI,2884,407,882,882,200,560,5391,3,1072,4305
INVEST OPHTH VIS SCI,2011,WOS.SCI,6504,609,1223,1223,697,1658,12155,4,2504,5973
INVEST OPHTH VIS SCI,2012,WOS.SCI,10359,553,1089,1089,1089,2207,12872,2,3291,5055
INVEST OPHTH VIS SCI,2013,WOS.SCI,14533,549,1045,1045,1310,2711,15553,7,3562,5086
CHIN J OCEANOL LIMN,2008,WOS.SCI,0,1,3,3,0,0,3,0,0,15
CHIN J OCEANOL LIMN,2009,WOS.SCI,0,15,43,43,0,0,68,0,0,178
CHIN J OCEANOL LIMN,2010,WOS.SCI,18,38,92,92,0,2,221,1,1,382
CHIN J OCEANOL LIMN,2011,WOS.SCI,102,59,118,118,5,25,546,0,34,480
CHIN J OCEANOL LIMN,2012,WOS.SCI,160,52,114,114,3,12,597,0,53,416
CHIN J OCEANOL LIMN,2013,WOS.SCI,269,63,135,135,11,17,972,3,88,541
CORONARY ARTERY DIS,2008,WOS.SCI,0,3,13,13,0,0,22,0,0,85
CORONARY ARTERY DIS,2009,WOS.SCI,26,28,54,54,1,2,145,3,5,353
CORONARY ARTERY DIS,2010,WOS.SCI,86,29,62,62,2,4,348,5,32,413
CORONARY ARTERY DIS,2011,WOS.SCI,191,39,85,85,2,10,472,0,75,624
CORONARY ARTERY DIS,2012,WOS.SCI,271,44,82,82,6,12,640,4,85,546
CORONARY ARTERY DIS,2013,WOS.SCI,369,47,106,106,13,28,1030,0,107,696
INT J HUM-COMPUT ST,2008,WOS.SCI,0,1,6,6,0,0,16,0,0,16
INT J HUM-COMPUT ST,2009,WOS.SCI,6,7,27,27,1,1,39,1,1,107
INT J HUM-COMPUT ST,2010,WOS.SCI,24,10,28,28,0,5,86,0,5,89
INT J HUM-COMPUT ST,2011,WOS.SCI,69,26,48,48,3,7,137,0,30,163
INT J HUM-COMPUT ST,2012,WOS.SCI,168,28,54,54,7,10,291,0,57,166
INT J HUM-COMPUT ST,2013,WOS.SCI,246,42,71,71,14,22,369,1,50,203
MATH PROC CAMBRIDGE,2008,WOS.SCI,2,1,7,7,0,1,8,0,0,13
MATH PROC CAMBRIDGE,2009,WOS.SCI,11,9,26,26,0,0,34,0,4,48
MATH PROC CAMBRIDGE,2010,WOS.SCI,34,15,34,34,0,0,72,0,17,73
MATH PROC CAMBRIDGE,2011,WOS.SCI,52,22,47,47,1,3,146,0,21,91
MATH PROC CAMBRIDGE,2012,WOS.SCI,92,19,40,40,3,5,153,0,35,84
MATH PROC CAMBRIDGE,2013,WOS.SCI,137,22,56,56,1,3,181,0,58,108
CFI-CERAM FORUM INT,2008,WOS.SCI,1,1,4,4,0,1,5,0,0,9
CFI-CERAM FORUM INT,2009,WOS.SCI,0,2,2,2,0,0,3,0,0,5
CFI-CERAM FORUM INT,2010,WOS.SCI,0,2,7,7,0,0,11,0,0,22
CFI-CERAM FORUM INT,2011,WOS.SCI,7,4,9,9,0,0,20,0,1,23
CFI-CERAM FORUM INT,2012,WOS.SCI,4,6,12,12,0,0,41,0,1,47
CFI-CERAM FORUM INT,2013,WOS.SCI,8,6,13,13,0,1,39,0,1,41
AM J OTOLARYNG,2008,WOS.SCI,0,1,1,1,0,0,1,1,0,3
AM J OTOLARYNG,2009,WOS.SCI,1,0,7,7,0,0,9,0,0,25
AM J OTOLARYNG,2010,WOS.SCI,9,11,36,36,0,0,57,2,2,151
AM J OTOLARYNG,2011,WOS.SCI,52,32,81,81,1,3,216,3,8,320
AM J OTOLARYNG,2012,WOS.SCI,169,65,139,139,2,8,555,9,75,583
AM J OTOLARYNG,2013,WOS.SCI,307,46,145,145,4,13,669,5,112,586
IET COMPUT VIS,2008,WOS.SCI,0,0,1,1,0,0,1,0,0,4
IET COMPUT VIS,2009,WOS.SCI,2,2,6,6,0,0,7,0,0,16
IET COMPUT VIS,2010,WOS.SCI,1,4,13,13,0,0,24,0,0,32
IET COMPUT VIS,2011,WOS.SCI,7,11,28,28,0,0,70,0,4,86
IET COMPUT VIS,2012,WOS.SCI,29,19,48,48,0,8,204,2,3,146
IET COMPUT VIS,2013,WOS.SCI,63,20,47,47,7,15,245,0,22,152
J INFECT CHEMOTHER,2008,,0,0,0,0,0,0,0,0,0,0
J INFECT CHEMOTHER,2009,WOS.SCI,7,18,40,40,1,1,126,2,0,233
J INFECT CHEMOTHER,2010,WOS.SCI,73,27,51,51,5,13,274,6,22,269
J INFECT CHEMOTHER,2011,WOS.SCI,215,50,122,122,7,17,628,5,98,817
J INFECT CHEMOTHER,2012,WOS.SCI,414,66,152,152,20,48,816,7,150,992
J INFECT CHEMOTHER,2013,WOS.SCI,611,77,185,185,33,74,1464,10,185,1141
J SUSTAIN AGR,2008,,0,0,0,0,0,0,0,0,0,0
J SUSTAIN AGR,2009,WOS.SCI,0,12,12,12,0,0,13,0,0,47
J SUSTAIN AGR,2010,WOS.SCI,3,25,25,25,0,0,77,0,0,102
J SUSTAIN AGR,2011,WOS.SCI,22,31,31,31,3,3,158,1,12,103
J SUSTAIN AGR,2012,WOS.SCI,54,42,42,42,8,8,280,0,23,152
J SUSTAIN AGR,2013,,74,0,0,0,0,0,0,0,26,0
MINIM INVASIV THER,2008,WOS.SCI,2,12,12,12,0,0,37,3,0,52
MINIM INVASIV THER,2009,WOS.SCI,25,31,31,31,5,5,69,4,5,132
MINIM INVASIV THER,2010,WOS.SCI,51,30,47,47,0,13,273,11,15,213
MINIM INVASIV THER,2011,WOS.SCI,109,26,50,50,5,7,307,6,27,251
MINIM INVASIV THER,2012,WOS.SCI,160,31,60,60,4,9,460,7,59,308
MINIM INVASIV THER,2013,WOS.SCI,253,30,56,56,12,34,500,7,55,300
ACTA MATER,2008,WOS.SCI,35,18,140,140,2,5,228,2,0,508
ACTA MATER,2009,WOS.SCI,763,236,469,469,41,114,1554,4,189,1764
ACTA MATER,2010,WOS.SCI,2634,352,606,606,178,354,3147,3,1118,2288
ACTA MATER,2011,WOS.SCI,5232,445,731,731,454,874,5699,0,2061,2753
ACTA MATER,2012,WOS.SCI,8266,434,678,678,744,1213,6874,0,2633,2711
ACTA MATER,2013,WOS.SCI,11352,382,707,707,774,1528,9050,0,2452,2891
J ALGORITHMS,2008,WOS.SCI,0,0,1,1,0,0,2,0,0,1
J ALGORITHMS,2009,WOS.SCI,0,2,4,4,0,0,7,0,0,10
J ALGORITHMS,2010,,1,0,0,0,0,0,0,0,0,0
J ALGORITHMS,2011,,2,0,0,0,0,0,0,0,0,0
