journal,year,edition,referenced num this year,published num in the first 6 months,published num this year,num of paper,num of self_scitation in the first 6 months,num of self_scitation,num of reference this year,review doctype num,something,num authors
ELECTRON RES ANNOUNC,2012,WOS.SCI,33,7,7,7,3,3,27,0,19,16
ELECTRON RES ANNOUNC,2013,WOS.SCI,39,9,9,9,1,1,35,0,7,18
J ECON BEHAV ORGAN,2008,WOS.SSCI,0,0,14,14,0,0,16,0,0,27
J ECON BEHAV ORGAN,2009,WOS.SSCI,10,17,74,74,0,2,130,3,1,154
J ECON BEHAV ORGAN,2010,WOS.SSCI,73,41,113,113,4,16,377,1,24,230
J ECON BEHAV ORGAN,2011,WOS.SSCI,237,63,114,114,7,20,455,0,89,208
J ECON BEHAV ORGAN,2012,WOS.SSCI,425,104,195,195,29,55,1120,0,123,413
J ECON BEHAV ORGAN,2013,WOS.SSCI,862,98,230,230,46,182,1844,1,126,512
BEHAV SCI LAW,2008,WOS.SSCI,2,17,17,17,2,2,38,1,0,57
BEHAV SCI LAW,2009,WOS.SSCI,13,18,37,37,0,1,131,4,2,98
BEHAV SCI LAW,2010,WOS.SSCI,64,23,42,42,4,10,217,1,30,116
BEHAV SCI LAW,2011,WOS.SSCI,144,23,46,46,18,22,240,0,49,126
BEHAV SCI LAW,2012,WOS.SSCI,248,23,52,52,13,23,487,3,60,169
BEHAV SCI LAW,2013,WOS.SSCI,322,22,51,51,11,22,655,1,44,143
CURR OPIN BIOTECH,2008,WOS.SCI,12,19,62,62,0,2,369,62,0,164
CURR OPIN BIOTECH,2009,WOS.SCI,380,50,94,94,12,24,1330,92,132,256
CURR OPIN BIOTECH,2010,WOS.SCI,1258,47,102,102,14,30,2358,98,641,263
CURR OPIN BIOTECH,2011,WOS.SCI,2086,65,127,127,36,58,3942,122,704,323
CURR OPIN BIOTECH,2012,WOS.SCI,3174,67,134,134,33,59,4244,131,840,383
CURR OPIN BIOTECH,2013,WOS.SCI,4077,67,149,149,43,94,5871,149,938,405
J ECON SURV,2008,WOS.SSCI,0,0,4,4,0,0,6,3,0,7
J ECON SURV,2009,WOS.SSCI,8,8,24,24,0,0,55,2,2,41
J ECON SURV,2010,WOS.SSCI,42,11,29,29,5,9,174,5,16,48
J ECON SURV,2011,WOS.SSCI,103,13,35,35,10,26,233,4,32,57
J ECON SURV,2012,WOS.SSCI,143,12,36,36,1,2,337,12,37,63
J ECON SURV,2013,WOS.SSCI,296,13,39,39,3,21,610,14,59,80
PHYS CHEM CHEM PHYS,2008,WOS.SCI,171,291,291,291,17,17,536,20,0,1071
PHYS CHEM CHEM PHYS,2009,WOS.SCI,1822,1102,1102,1102,201,201,5595,43,615,4346
PHYS CHEM CHEM PHYS,2010,WOS.SCI,5899,1611,1688,1688,657,699,14091,14,2758,6844
PHYS CHEM CHEM PHYS,2011,WOS.SCI,13249,2337,2337,2337,1833,1833,29636,0,5951,8984
PHYS CHEM CHEM PHYS,2012,WOS.SCI,22432,1822,1822,1822,1935,1935,31719,2,9099,7594
PHYS CHEM CHEM PHYS,2013,WOS.SCI,30570,2295,2295,2295,2602,2602,49338,0,9815,9807
ANN NEUROL,2008,WOS.SCI,49,26,92,92,10,13,235,12,0,469
ANN NEUROL,2009,WOS.SCI,728,110,222,222,30,67,992,5,177,1414
ANN NEUROL,2010,WOS.SCI,2515,135,289,289,64,160,1822,0,1057,1844
ANN NEUROL,2011,WOS.SCI,5065,159,308,308,112,235,3090,0,1861,2070
ANN NEUROL,2012,WOS.SCI,7021,118,251,251,81,203,3164,5,2056,1743
ANN NEUROL,2013,WOS.SCI,8930,106,223,223,88,186,4096,2,1991,1675
Z BIBL BIBL,2008,,0,0,0,0,0,0,0,0,0,0
Z BIBL BIBL,2009,,0,0,0,0,0,0,0,0,0,0
Z BIBL BIBL,2010,WOS.SSCI,0,1,1,1,0,0,2,0,0,1
Z BIBL BIBL,2011,WOS.SSCI,2,4,4,4,2,2,11,0,2,12
Z BIBL BIBL,2012,WOS.SSCI,1,1,2,2,0,1,7,0,0,3
Z BIBL BIBL,2013,WOS.SSCI,2,3,4,4,1,1,14,0,2,6
LAW PHILOS,2008,,0,0,0,0,0,0,0,0,0,0
LAW PHILOS,2009,WOS.SSCI,0,0,6,6,0,0,6,0,0,7
LAW PHILOS,2010,WOS.SSCI,1,1,2,2,1,1,2,0,1,2
LAW PHILOS,2011,WOS.SSCI,0,5,9,9,0,0,13,0,0,9
LAW PHILOS,2012,WOS.SSCI,1,6,14,14,0,0,26,0,0,16
LAW PHILOS,2013,WOS.SSCI,2,6,15,15,0,0,24,0,1,16
RAIRO-THEOR INF APPL,2008,,0,0,0,0,0,0,0,0,0,0
RAIRO-THEOR INF APPL,2009,WOS.SCI,1,3,10,10,0,1,26,0,0,20
RAIRO-THEOR INF APPL,2010,WOS.SCI,10,6,13,13,3,6,34,0,3,27
RAIRO-THEOR INF APPL,2011,WOS.SCI,12,7,13,13,0,0,28,0,4,24
RAIRO-THEOR INF APPL,2012,WOS.SCI,13,15,27,27,0,1,67,0,1,56
RAIRO-THEOR INF APPL,2013,WOS.SCI,17,6,12,12,0,0,30,0,6,24
PHYS MED BIOL,2008,WOS.SCI,42,31,156,156,4,20,267,7,0,682
PHYS MED BIOL,2009,WOS.SCI,591,213,426,426,76,193,1360,5,170,1712
PHYS MED BIOL,2010,WOS.SCI,1892,244,513,513,222,583,2981,4,727,2163
PHYS MED BIOL,2011,WOS.SCI,3187,230,484,484,310,759,3889,6,1139,2050
PHYS MED BIOL,2012,WOS.SCI,4536,267,560,560,558,1131,5649,6,1209,2498
PHYS MED BIOL,2013,WOS.SCI,6517,279,559,559,703,1445,6555,8,1297,2470
AUST J EARTH SCI,2008,WOS.SCI,28,15,15,15,25,25,36,3,0,40
AUST J EARTH SCI,2009,WOS.SCI,79,43,43,43,56,56,114,6,4,123
AUST J EARTH SCI,2010,WOS.SCI,73,40,40,40,18,18,152,3,35,116
AUST J EARTH SCI,2011,WOS.SCI,175,56,56,56,54,54,271,1,61,171
AUST J EARTH SCI,2012,WOS.SCI,276,68,68,68,58,58,725,0,89,184
AUST J EARTH SCI,2013,WOS.SCI,346,30,48,48,64,77,549,5,72,163
BEHAV NEUROL,2008,WOS.SCI,0,6,6,6,0,0,17,1,0,20
BEHAV NEUROL,2009,WOS.SCI,0,25,25,25,0,0,169,4,0,103
BEHAV NEUROL,2010,WOS.SCI,53,30,30,30,3,3,137,0,20,149
BEHAV NEUROL,2011,WOS.SCI,132,32,32,32,1,1,271,0,59,103
BEHAV NEUROL,2012,WOS.SCI,175,30,30,30,1,1,215,0,42,131
BEHAV NEUROL,2013,WOS.SCI,283,79,79,79,10,10,921,7,53,308
CONSERV GENET,2008,WOS.SCI,2,2,2,2,0,0,2,0,0,15
CONSERV GENET,2009,WOS.SCI,42,28,140,140,0,3,211,2,0,518
CONSERV GENET,2010,WOS.SCI,239,134,204,204,13,27,947,1,46,871
CONSERV GENET,2011,WOS.SCI,654,76,141,141,21,54,996,0,285,645
CONSERV GENET,2012,WOS.SCI,945,74,140,140,59,104,1459,0,399,622
CONSERV GENET,2013,WOS.SCI,1163,62,110,110,45,90,1597,1,223,485
ALGORITHM MOL BIOL,2008,WOS.SCI,0,2,5,5,0,0,16,0,0,22
ALGORITHM MOL BIOL,2009,WOS.SCI,14,5,11,11,2,2,29,0,5,49
ALGORITHM MOL BIOL,2010,WOS.SCI,48,27,38,38,0,1,162,0,13,130
ALGORITHM MOL BIOL,2011,WOS.SCI,79,18,26,26,3,3,153,0,30,85
ALGORITHM MOL BIOL,2012,WOS.SCI,142,16,34,34,11,13,323,0,49,107
ALGORITHM MOL BIOL,2013,WOS.SCI,212,16,30,30,4,12,318,1,50,105
J BIOMAT SCI-POLYM E,2008,WOS.SCI,0,10,10,10,0,0,17,0,0,40
J BIOMAT SCI-POLYM E,2009,WOS.SCI,16,45,45,45,1,1,93,1,5,228
J BIOMAT SCI-POLYM E,2010,WOS.SCI,104,111,111,111,7,7,442,4,23,475
J BIOMAT SCI-POLYM E,2011,WOS.SCI,345,147,147,147,12,12,979,2,144,715
J BIOMAT SCI-POLYM E,2012,WOS.SCI,575,142,142,142,40,40,1405,0,237,686
J BIOMAT SCI-POLYM E,2013,WOS.SCI,759,79,144,144,34,55,1959,0,208,678
GEOTECH LETT,2008,,0,0,0,0,0,0,0,0,0,0
GEOTECH LETT,2009,,0,0,0,0,0,0,0,0,0,0
GEOTECH LETT,2010,,0,0,0,0,0,0,0,0,0,0
GEOTECH LETT,2011,WOS.SCI,1,5,16,16,0,1,48,0,0,40
GEOTECH LETT,2012,WOS.SCI,22,7,28,28,0,13,109,0,2,76
GEOTECH LETT,2013,WOS.SCI,63,18,31,31,18,23,149,0,21,93
J PERINAT NEONAT NUR,2008,WOS.SCI,0,2,10,10,0,0,14,0,0,10
J PERINAT NEONAT NUR,2009,WOS.SCI,1,17,30,30,1,1,81,2,0,50
J PERINAT NEONAT NUR,2010,WOS.SCI,22,19,39,39,0,3,194,0,6,86
J PERINAT NEONAT NUR,2011,WOS.SCI,72,29,51,51,12,17,314,2,33,86
J PERINAT NEONAT NUR,2012,WOS.SCI,80,21,44,44,2,9,315,3,23,93
J PERINAT NEONAT NUR,2013,WOS.SCI,136,24,45,45,18,26,459,1,43,111
BIOACOUSTICS,2008,WOS.SCI,0,1,1,1,0,0,1,0,0,5
BIOACOUSTICS,2009,WOS.SCI,1,8,8,8,1,1,16,1,0,30
BIOACOUSTICS,2010,WOS.SCI,8,8,8,8,0,0,31,0,3,26
BIOACOUSTICS,2011,WOS.SCI,20,12,12,12,0,0,26,0,12,40
BIOACOUSTICS,2012,WOS.SCI,34,13,13,13,1,1,69,0,13,42
BIOACOUSTICS,2013,WOS.SCI,55,16,16,16,2,2,137,0,8,50
INDIAN J MICROBIOL,2008,WOS.SCI,0,5,7,7,0,0,10,5,0,27
INDIAN J MICROBIOL,2009,WOS.SCI,7,10,28,28,0,0,113,13,3,89
INDIAN J MICROBIOL,2010,WOS.SCI,23,13,28,28,0,0,84,3,10,102
INDIAN J MICROBIOL,2011,WOS.SCI,50,25,55,55,2,3,136,4,15,180
INDIAN J MICROBIOL,2012,WOS.SCI,92,38,99,99,1,2,518,6,15,391
INDIAN J MICROBIOL,2013,WOS.SCI,191,35,76,76,11,48,642,3,41,357
ADV METEOROL,2008,,0,0,0,0,0,0,0,0,0,0
ADV METEOROL,2009,WOS.SCI,0,3,3,3,0,0,10,0,0,11
ADV METEOROL,2010,WOS.SCI,5,38,38,38,1,1,260,2,0,157
ADV METEOROL,2011,WOS.SCI,55,21,21,21,3,3,145,0,34,72
ADV METEOROL,2012,WOS.SCI,78,46,46,46,5,5,524,2,51,184
ADV METEOROL,2013,WOS.SCI,174,119,119,119,55,55,1293,10,33,327
AM J BOT,2008,WOS.SCI,7,9,43,43,0,0,64,3,0,150
AM J BOT,2009,WOS.SCI,250,76,158,158,39,57,541,19,33,509
AM J BOT,2010,WOS.SCI,704,109,222,222,18,62,1155,0,344,795
AM J BOT,2011,WOS.SCI,1252,135,278,278,89,173,2408,0,556,1051
AM J BOT,2012,WOS.SCI,2226,158,301,301,171,268,3312,0,660,1271
AM J BOT,2013,WOS.SCI,3029,106,218,218,131,238,3941,0,715,836
MEC IND,2008,WOS.SCI,0,0,2,2,0,0,2,0,0,5
MEC IND,2009,WOS.SCI,0,20,25,25,0,0,35,0,0,84
MEC IND,2010,WOS.SCI,3,22,36,36,0,0,93,0,0,112
MEC IND,2011,WOS.SCI,10,36,36,36,1,1,80,0,5,127
MEC IND,2012,,12,0,0,0,0,0,0,0,6,0
MEC IND,2013,,20,0,0,0,0,0,0,0,5,0
J FOOD SCI TECH MYS,2008,WOS.SCI,0,0,1,1,0,0,1,0,0,2
J FOOD SCI TECH MYS,2009,WOS.SCI,1,8,31,31,0,0,43,3,0,92
J FOOD SCI TECH MYS,2010,WOS.SCI,14,26,58,58,2,6,112,5,4,187
J FOOD SCI TECH MYS,2011,WOS.SCI,60,41,79,79,11,27,259,9,14,270
J FOOD SCI TECH MYS,2012,WOS.SCI,143,34,73,73,3,17,334,12,45,234
J FOOD SCI TECH MYS,2013,WOS.SCI,296,56,124,124,26,65,670,7,80,449
J MATH PURE APPL,2008,WOS.SCI,2,1,10,10,0,0,12,0,0,25
J MATH PURE APPL,2009,WOS.SCI,24,16,33,33,0,2,81,0,8,79
J MATH PURE APPL,2010,WOS.SCI,78,18,37,37,1,1,95,0,38,81
J MATH PURE APPL,2011,WOS.SCI,133,20,47,47,0,0,152,0,60,101
J MATH PURE APPL,2012,WOS.SCI,208,23,49,49,2,4,222,0,47,111
J MATH PURE APPL,2013,WOS.SCI,245,37,70,70,3,6,337,0,63,148
CALIF MANAGE REV,2008,WOS.SSCI,0,1,3,3,0,0,3,0,0,8
CALIF MANAGE REV,2009,WOS.SSCI,7,9,13,13,1,2,20,0,1,35
CALIF MANAGE REV,2010,WOS.SSCI,13,9,19,19,0,1,77,0,5,40
CALIF MANAGE REV,2011,WOS.SSCI,58,10,23,23,4,4,117,0,36,49
CALIF MANAGE REV,2012,WOS.SSCI,98,6,11,11,3,4,58,0,34,25
CALIF MANAGE REV,2013,WOS.SSCI,132,18,27,27,12,14,204,0,26,61
MATER SCI-POLAND,2008,WOS.SCI,0,6,6,6,0,0,8,0,0,27
MATER SCI-POLAND,2009,WOS.SCI,3,37,37,37,1,1,71,0,0,125
MATER SCI-POLAND,2010,WOS.SCI,21,42,42,42,3,3,108,0,11,152
MATER SCI-POLAND,2011,WOS.SCI,34,16,32,32,0,0,102,0,16,114
MATER SCI-POLAND,2012,WOS.SCI,38,19,50,50,1,2,236,0,10,196
MATER SCI-POLAND,2013,WOS.SCI,61,39,81,81,2,3,559,1,15,313
SEIZURE-EUR J EPILEP,2008,WOS.SCI,0,2,8,8,0,0,10,1,0,31
SEIZURE-EUR J EPILEP,2009,WOS.SCI,32,24,71,71,0,2,159,3,5,362
SEIZURE-EUR J EPILEP,2010,WOS.SCI,112,50,111,111,3,14,523,12,36,616
SEIZURE-EUR J EPILEP,2011,WOS.SCI,392,76,148,148,17,39,876,8,154,839
SEIZURE-EUR J EPILEP,2012,WOS.SCI,684,81,165,165,19,44,1136,16,250,889
SEIZURE-EUR J EPILEP,2013,WOS.SCI,1031,84,178,178,51,94,1375,15,322,884
CARNETS GEOL,2008,,0,0,0,0,0,0,0,0,0,0
CARNETS GEOL,2009,,0,0,0,0,0,0,0,0,0,0
CARNETS GEOL,2010,WOS.SCI,0,3,9,9,0,0,23,0,0,22
CARNETS GEOL,2011,WOS.SCI,10,3,12,12,2,3,45,0,4,26
CARNETS GEOL,2012,WOS.SCI,16,4,11,11,0,1,55,0,7,23
CARNETS GEOL,2013,WOS.SCI,9,4,13,13,0,0,68,0,1,30
J E EUR MANAG STUD,2008,WOS.SSCI,0,1,1,1,0,0,3,0,0,1
J E EUR MANAG STUD,2009,WOS.SSCI,1,8,8,8,1,1,20,0,0,14
J E EUR MANAG STUD,2010,WOS.SSCI,7,11,11,11,3,3,48,0,4,23
J E EUR MANAG STUD,2011,WOS.SSCI,7,13,13,13,2,2,39,0,5,29
J E EUR MANAG STUD,2012,WOS.SSCI,15,17,17,17,7,7,65,0,7,35
J E EUR MANAG STUD,2013,WOS.SSCI,24,15,15,15,9,9,120,0,11,36
NEW ZEAL J ECOL,2008,WOS.SCI,0,11,11,11,0,0,13,0,0,35
NEW ZEAL J ECOL,2009,WOS.SCI,4,12,12,12,0,0,21,1,1,38
NEW ZEAL J ECOL,2010,WOS.SCI,110,31,31,31,77,77,236,9,16,106
NEW ZEAL J ECOL,2011,WOS.SCI,88,28,28,28,11,11,129,1,46,90
NEW ZEAL J ECOL,2012,WOS.SCI,223,45,45,45,89,89,386,4,99,131
NEW ZEAL J ECOL,2013,WOS.SCI,197,44,44,44,49,49,315,2,44,128
CLIN EXP RHEUMATOL,2008,WOS.SCI,18,15,56,56,3,15,141,11,0,228
CLIN EXP RHEUMATOL,2009,WOS.SCI,132,103,225,225,35,68,839,18,56,1048
CLIN EXP RHEUMATOL,2010,WOS.SCI,528,121,301,301,89,229,1789,22,189,1444
CLIN EXP RHEUMATOL,2011,WOS.SCI,1011,174,319,319,131,292,2739,29,374,1598
CLIN EXP RHEUMATOL,2012,WOS.SCI,1740,155,298,298,195,465,3227,26,527,1586
CLIN EXP RHEUMATOL,2013,WOS.SCI,2252,171,308,308,318,556,4060,35,678,1506
ACM T AUTON ADAP SYS,2008,WOS.SCI,0,0,1,1,0,0,1,0,0,3
ACM T AUTON ADAP SYS,2009,WOS.SCI,0,1,4,4,0,0,6,0,0,13
ACM T AUTON ADAP SYS,2010,WOS.SCI,2,3,6,6,0,0,8,0,1,18
ACM T AUTON ADAP SYS,2011,WOS.SCI,2,9,17,17,0,0,49,0,1,49
ACM T AUTON ADAP SYS,2012,WOS.SCI,16,14,30,30,0,0,90,0,3,97
ACM T AUTON ADAP SYS,2013,WOS.SCI,23,5,12,12,0,4,65,0,7,37
P I MECH ENG G-J AER,2008,WOS.SCI,3,2,9,9,2,3,12,0,0,26
P I MECH ENG G-J AER,2009,WOS.SCI,10,12,44,44,2,5,108,0,2,130
P I MECH ENG G-J AER,2010,WOS.SCI,30,60,64,64,10,10,169,0,17,199
P I MECH ENG G-J AER,2011,WOS.SCI,66,35,74,74,6,15,205,2,23,225
P I MECH ENG G-J AER,2012,WOS.SCI,100,40,81,81,11,14,332,0,23,257
P I MECH ENG G-J AER,2013,WOS.SCI,120,57,107,107,5,13,443,4,31,320
BMC STRUCT BIOL,2008,WOS.SCI,5,6,20,20,0,0,30,1,0,108
BMC STRUCT BIOL,2009,WOS.SCI,82,31,63,63,1,3,262,1,24,266
BMC STRUCT BIOL,2010,WOS.SCI,172,24,49,49,1,3,360,0,66,213
BMC STRUCT BIOL,2011,WOS.SCI,342,29,49,49,4,8,466,0,137,225
BMC STRUCT BIOL,2012,WOS.SCI,419,15,32,32,2,4,434,1,98,160
BMC STRUCT BIOL,2013,WOS.SCI,494,9,42,42,0,5,583,0,68,180
ACM T APPL PERCEPT,2008,,0,0,0,0,0,0,0,0,0,0
ACM T APPL PERCEPT,2009,WOS.SCI,1,2,11,11,0,0,14,0,0,30
ACM T APPL PERCEPT,2010,WOS.SCI,8,10,18,18,0,1,34,1,3,67
ACM T APPL PERCEPT,2011,WOS.SCI,21,6,18,18,0,2,62,0,10,83
ACM T APPL PERCEPT,2012,WOS.SCI,27,9,18,18,2,3,85,0,11,65
ACM T APPL PERCEPT,2013,WOS.SCI,50,5,20,20,0,1,81,0,8,71
HEPAT MON,2008,WOS.SCI,0,10,16,16,0,0,47,5,0,47
HEPAT MON,2009,WOS.SCI,4,19,32,32,0,2,82,2,1,125
HEPAT MON,2010,WOS.SCI,60,30,51,51,15,23,248,4,18,166
HEPAT MON,2011,WOS.SCI,202,91,168,168,69,115,1208,19,79,582
HEPAT MON,2012,WOS.SCI,238,68,136,136,37,71,1394,23,87,548
HEPAT MON,2013,WOS.SCI,432,79,142,142,62,102,1514,8,187,766
INFANT YOUNG CHILD,2008,WOS.SSCI,2,2,3,3,2,2,6,0,0,6
INFANT YOUNG CHILD,2009,WOS.SSCI,4,5,13,13,1,2,36,1,1,34
INFANT YOUNG CHILD,2010,WOS.SSCI,11,10,19,19,2,2,52,0,7,63
INFANT YOUNG CHILD,2011,WOS.SSCI,44,14,24,24,4,8,154,1,14,88
INFANT YOUNG CHILD,2012,WOS.SSCI,57,9,22,22,6,15,137,0,20,84
INFANT YOUNG CHILD,2013,WOS.SSCI,81,11,24,24,7,19,214,0,13,75
SYNTHETIC MET,2008,WOS.SCI,5,9,26,26,0,0,31,0,0,123
SYNTHETIC MET,2009,WOS.SCI,104,122,317,317,4,16,846,1,20,1348
SYNTHETIC MET,2010,WOS.SCI,680,213,413,413,40,84,2477,3,256,1693
SYNTHETIC MET,2011,WOS.SCI,1453,177,385,385,67,195,3404,0,657,1731
SYNTHETIC MET,2012,WOS.SCI,2439,184,419,419,109,273,5121,3,830,1846
SYNTHETIC MET,2013,WOS.SCI,3557,128,310,310,147,414,5527,2,856,1391
NEW ZEAL GEOGR,2008,WOS.SSCI,0,0,1,1,0,0,3,1,0,1
NEW ZEAL GEOGR,2009,WOS.SSCI,2,3,8,8,1,1,25,1,1,17
NEW ZEAL GEOGR,2010,WOS.SSCI,5,6,14,14,0,2,49,0,1,29
NEW ZEAL GEOGR,2011,WOS.SSCI,15,6,14,14,3,7,69,0,4,22
NEW ZEAL GEOGR,2012,WOS.SSCI,9,6,18,18,1,2,97,1,4,30
NEW ZEAL GEOGR,2013,WOS.SSCI,37,5,18,18,2,8,124,0,6,51
CAN J CIVIL ENG,2008,WOS.SCI,5,2,14,14,0,4,19,0,0,28
CAN J CIVIL ENG,2009,WOS.SCI,10,25,55,55,1,2,130,1,3,150
CAN J CIVIL ENG,2010,WOS.SCI,27,42,71,71,4,5,175,0,10,206
CAN J CIVIL ENG,2011,WOS.SCI,54,42,85,85,5,12,217,1,25,239
CAN J CIVIL ENG,2012,WOS.SCI,125,50,105,105,3,15,346,0,36,276
CAN J CIVIL ENG,2013,WOS.SCI,195,51,111,111,4,25,480,3,32,298
TEACH LEARN MED,2008,WOS.SCI,2,2,3,3,0,0,3,0,0,10
TEACH LEARN MED,2009,WOS.SCI,3,4,4,4,0,0,8,0,1,16
TEACH LEARN MED,2010,WOS.SCI,5,22,22,22,1,1,39,0,2,69
TEACH LEARN MED,2011,WOS.SCI,22,45,45,45,0,0,163,3,8,198
TEACH LEARN MED,2012,WOS.SCI,82,37,49,49,4,5,226,3,35,197
TEACH LEARN MED,2013,WOS.SCI,159,35,67,67,9,14,638,0,61,278
J MOL STRUCT,2008,WOS.SCI,16,7,107,107,0,11,170,0,0,391
J MOL STRUCT,2009,WOS.SCI,306,260,499,499,51,117,1714,0,77,1808
J MOL STRUCT,2010,WOS.SCI,1069,314,607,607,121,245,3326,1,484,2281
J MOL STRUCT,2011,WOS.SCI,2149,391,681,681,187,353,4963,0,952,2621
J MOL STRUCT,2012,WOS.SCI,2911,275,595,595,186,400,4969,0,993,2178
J MOL STRUCT,2013,WOS.SCI,4125,490,944,944,352,688,9536,3,1063,3567
DRUG TODAY,2008,WOS.SCI,1,15,40,40,0,0,106,4,0,78
DRUG TODAY,2009,WOS.SCI,62,31,85,85,0,18,707,28,14,221
DRUG TODAY,2010,WOS.SCI,179,42,77,77,1,3,1121,26,86,161
DRUG TODAY,2011,WOS.SCI,280,33,61,61,0,0,1163,20,124,156
DRUG TODAY,2012,WOS.SCI,353,34,63,63,11,11,1080,15,98,132
DRUG TODAY,2013,WOS.SCI,402,25,49,49,4,6,1057,10,97,93
J PEDIAT,2008,WOS.SCI,1,10,28,28,0,0,48,4,0,82
J PEDIAT,2009,WOS.SCI,22,24,36,36,6,9,81,4,7,131
J PEDIAT,2010,,41,0,0,0,0,0,0,0,21,0
J PEDIAT,2011,,54,0,0,0,0,0,0,0,19,0
J PEDIAT,2012,,46,0,0,0,0,0,0,0,0,0
J PEDIAT,2013,,42,0,0,0,0,0,0,0,0,0
T I MEAS CONTROL,2008,WOS.SCI,0,0,1,1,0,0,1,0,0,4
T I MEAS CONTROL,2009,WOS.SCI,0,1,1,1,0,0,1,0,0,1
T I MEAS CONTROL,2010,WOS.SCI,2,9,17,17,0,0,29,0,1,48
T I MEAS CONTROL,2011,WOS.SCI,8,13,26,26,0,1,88,0,2,65
T I MEAS CONTROL,2012,WOS.SCI,35,19,62,62,0,5,336,0,10,178
T I MEAS CONTROL,2013,WOS.SCI,73,54,104,104,10,17,755,0,25,289
J FOREST,2008,WOS.SCI,0,2,4,4,0,0,6,0,0,11
J FOREST,2009,WOS.SCI,5,10,26,26,0,0,58,1,0,83
J FOREST,2010,WOS.SCI,24,15,33,33,1,5,107,4,11,92
J FOREST,2011,WOS.SCI,92,22,50,50,2,9,230,1,35,144
J FOREST,2012,WOS.SCI,172,24,47,47,5,20,232,4,50,187
J FOREST,2013,WOS.SCI,290,23,44,44,22,38,471,5,63,152
BIOENGINEERED,2008,,0,0,0,0,0,0,0,0,0,0
BIOENGINEERED,2009,,0,0,0,0,0,0,0,0,0,0
BIOENGINEERED,2010,,0,0,0,0,0,0,0,0,0,0
BIOENGINEERED,2011,,0,0,0,0,0,0,0,0,0,0
BIOENGINEERED,2012,WOS.SCI,3,0,34,34,0,0,348,4,0,108
BIOENGINEERED,2013,WOS.SCI,42,35,78,78,0,1,1087,4,9,251
NUCL PHYS A,2008,WOS.SCI,52,18,72,72,15,16,115,5,0,414
NUCL PHYS A,2009,WOS.SCI,387,99,415,415,7,55,1368,1,89,1166
NUCL PHYS A,2010,WOS.SCI,1007,272,381,381,73,122,1662,1,414,2532
NUCL PHYS A,2011,WOS.SCI,1554,215,320,320,149,220,2138,0,637,792
NUCL PHYS A,2012,WOS.SCI,1826,89,144,144,115,157,1477,0,568,972
NUCL PHYS A,2013,WOS.SCI,2416,252,504,504,158,438,4197,1,481,1558
NUCL PHYS B,2008,WOS.SCI,209,5,78,78,2,11,114,1,0,172
NUCL PHYS B,2009,WOS.SCI,1356,148,293,293,26,100,1027,15,152,1004
NUCL PHYS B,2010,WOS.SCI,2880,171,313,313,141,279,1951,6,1033,1188
NUCL PHYS B,2011,WOS.SCI,3687,133,269,269,198,389,2135,0,1518,3772
NUCL PHYS B,2012,WOS.SCI,4606,145,279,279,254,523,2872,0,1285,3910
NUCL PHYS B,2013,WOS.SCI,4634,143,326,326,214,569,3513,0,1095,4718
MOL HUM REPROD,2008,WOS.SCI,4,5,31,31,0,0,104,7,0,173
MOL HUM REPROD,2009,WOS.SCI,112,36,83,83,1,7,447,14,30,446
MOL HUM REPROD,2010,WOS.SCI,503,47,100,100,18,68,1394,37,183,509
MOL HUM REPROD,2011,WOS.SCI,878,43,84,84,23,39,856,13,329,483
MOL HUM REPROD,2012,WOS.SCI,1328,34,67,67,23,38,1023,7,368,368
MOL HUM REPROD,2013,WOS.SCI,1510,40,88,88,19,61,2022,21,265,504
CURR PROTEIN PEPT SC,2008,WOS.SCI,4,2,6,6,0,0,21,6,0,21
CURR PROTEIN PEPT SC,2009,WOS.SCI,75,19,42,42,0,0,263,40,22,125
CURR PROTEIN PEPT SC,2010,WOS.SCI,191,23,63,63,0,19,931,61,77,198
CURR PROTEIN PEPT SC,2011,WOS.SCI,354,31,71,71,1,21,1586,67,163,234
CURR PROTEIN PEPT SC,2012,WOS.SCI,511,35,72,72,14,24,2304,67,134,228
CURR PROTEIN PEPT SC,2013,WOS.SCI,728,34,71,71,4,15,2673,69,137,223
J ENG FIBER FABR,2008,WOS.SCI,0,2,2,2,0,0,3,0,0,4
J ENG FIBER FABR,2009,WOS.SCI,1,5,5,5,0,0,8,0,0,13
J ENG FIBER FABR,2010,WOS.SCI,2,8,8,8,0,0,24,0,0,31
J ENG FIBER FABR,2011,WOS.SCI,12,25,25,25,0,0,84,0,11,74
J ENG FIBER FABR,2012,WOS.SCI,27,53,53,53,1,1,214,0,16,186
J ENG FIBER FABR,2013,WOS.SCI,85,44,44,44,10,10,264,1,28,156
CAN MOD LANG REV,2008,WOS.SSCI,0,0,1,1,0,0,2,0,0,4
CAN MOD LANG REV,2009,WOS.SSCI,2,4,13,13,0,0,21,1,0,22
CAN MOD LANG REV,2010,WOS.SSCI,3,6,15,15,0,1,46,0,0,24
CAN MOD LANG REV,2011,WOS.SSCI,14,5,13,13,1,2,43,0,7,23
CAN MOD LANG REV,2012,WOS.SSCI,12,9,16,16,1,2,70,0,5,34
CAN MOD LANG REV,2013,WOS.SSCI,45,9,15,15,1,1,67,1,6,24
POLYM DEGRAD STABIL,2008,WOS.SCI,6,14,48,48,1,2,71,1,0,169
